TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T501404,C100690,21-04-58,Male,BANGALORE,"Rs. 120,392.94",2024-01-20,200249,2954.17
T502104,C100637,09-04-89,F,PUNE,,04-Sep-2024,042717,2348.69
T502233,C100209,01-02-55,female,,38752.88,2024-03-05,202055,1656.18
T505749,C100408,1983-01-10,m,Mumbai,30500.46,30-Sep-2024,161640,144.98
T501007,C100703,1984-05-15,female,Jaipur,"Rs. 125,815.19",07/04/2024,174948,"INR 1,016.92"
T505828,C100605,17-10-69,M,LUCKNOW,"Rs. 79,326.66",17/04/2024,034302,3819.51
T504622,C100550,19/08/1986,f,Mumbai,"121,126.01",16/01/2024,101213,5898.13
T502171,C100550,19/08/1986,f,Mumbai,"121,126.01",24-May-2024,235346,2041.29
T503216,C100315,16/02/2001,,PUNE,"Rs. 10,487.31",03-Mar-2024,135243,INR 747.21
T502437,C100116,1960-09-25,female,Pune,220401.55,2024-10-23,014151,1895.05
T504472,C100007,06/10/2003,Male,BANGALORE,14715.92,2024-07-10,170305,397.89
T501318,C100181,07-08-60,male,Pune,"Rs. 46,982.71",19/12/2024,214137,746.34
T503982,C100046,27-11-85,female,DELHI,4232.4,07-Jan-2024,190828,1463.64
T504429,C100696,18/05/1975,m,,295142.68,2024-09-26,115218,"INR 336,716.00"
T501475,C100404,04-05-64,m,Kolkata,"Rs. 17,067.98",29-Dec-2024,192359,1331.16
T500679,C100443,13/05/2004,Female,NAGPUR,102909.31,07-Sep-2024,122051,
T504854,C100661,14/06/1965,,JAIPUR,"105,161.33",17/01/2024,113726,1543.33
T503926,C100376,1973-09-05,,Delhi,,23/08/2024,183348,2683.69
T500380,C100250,04/10/1964,Female,Ahmedabad,"12,840.30",11-Oct-2024,142608,249.38
T505080,C100246,11/12/1992,Male,Delhi,459949.04,29/06/2024,102852,4880.01
T504163,C100284,12/04/1987,m,LUCKNOW,21229.49,09-Mar-2024,160711,175.91
T501882,C100068,22-08-03,,Bengaluru,,28/06/2024,112626,783.23
T500477,C100730,1987-07-18,F,,25757.03,22/06/2024,093759,31076.0
T505576,C100428,17-03-81,Male,Pune,"163,084.05",2024-10-25,054247,6346.08
T502382,C100368,1991-10-16,F,Jaipur,"144,315.15",09-Sep-2024,051639,3201.26
T505881,C100019,0000-00-00,,Bengaluru,102437.46,14/07/2024,021127,9561.15
T502359,C100762,05-04-72,f,CHENNAI,,2024-01-22,060351,1108.53
T500425,C100374,01/06/1997,f,Jaipur,55312.12,16-Feb-2024,172717,554.92
T504741,C100057,21/12/1998,Male,Hyderabad,"108,663.77",20-Sep-2024,051500,775.59
T502255,C100591,1975-05-16,Male,Jaipur,"31,294.72",12/08/2024,085304,966.81
T501333,C100157,06/04/1964,m,PUNE,,03/01/2024,025955,INR 654.79
T500199,C100283,1977-10-18,M,  Surat,"Rs. 54,219.80",29/11/2024,150811,836.33
T504494,C100330,03/01/1996,m,Mumbai,"Rs. 8,776.03",2024-01-15,003730,987.33
T501938,C100178,1996-12-02,female,mumbai ,"Rs. 18,046.45",12-Mar-2024,195126,10948.51
T500143,C100177,13-12-68,,AHMEDABAD,208320.55,28-Jan-2024,162838,10018.3
T503820,C100202,1976-08-09,female,  Surat,"Rs. 57,912.50",14/12/2024,015012,8289.62
T504345,C100375,27-11-99,m,NAGPUR,"267,588.10",13-May-2024,124127,"INR 4,998.25"
T505394,C100634,04/06/1987,female,mumbai ,"Rs. 31,133.41",2024-09-20,071921,4930.64
T500304,C100048,06/04/2003,male,Chennai,"13,288.01",2024-10-01,032635,80.81
T501454,C100465,1975-06-04,f,KOLKATA,,15-Nov-2024,234021,579.39
T500911,C100157,06/04/1964,m,PUNE,,15/03/2024,030028,2568.06
T505647,C100287,02-08-63,F,,"Rs. 2,589.86",15-May-2024,212141,763.69
T502596,C100051,21/02/1976,m,PUNE,"169,367.84",11-Jul-2024,184906,4047.47
T502309,C100617,13-06-57,female,Jaipur,9784.54,23-Jan-2024,173603,"INR 2,305.21"
T502112,C100280,1996-03-06,male,KOLKATA,"61,078.77",2024-12-26,175506,4650.25
T505729,C100085,17-10-83,m,Pune,36223.4,2024-07-07,091629,2832.01
T500593,C100779,21-03-59,female,KOLKATA,"297,969.29",2024-01-20,002111,1087304.0
T503570,C100427,1973-05-14,f,Hyderabad,"Rs. 13,652.98",12/01/2024,010844,2990.95
T503533,C100566,1975-06-21,female,Kolkata,"12,023.59",15-May-2024,192311,551.53
T501288,C100248,12/05/1970,m,Kolkata,"89,559.95",2024-10-01,164656,583.59
T501655,C100759,08-06-83,f,,,23/11/2024,162631,3276.93
T504790,C100389,1975-12-07,F,Kolkata,,10/12/2024,080940,"INR 9,161.78"
T502131,C100244,24-09-83,female,DELHI,,2024-06-21,231632,"INR 1,305.40"
T500765,C100049,07-11-02,f,Pune,"Rs. 26,295.53",2024-11-18,184752,477.17
T505979,C100630,10-04-59,M,AHMEDABAD,,18-Apr-2024,045143,1259.97
T505237,C100115,1993-11-02,Male,KOLKATA,11109.49,2024-01-07,144809,835.87
T500146,C100636,07/07/1969,female,  Surat,"Rs. 52,253.95",14-Oct-2024,155908,1421.41
T500394,C100490,23-01-92,m,LUCKNOW,,2024-03-28,052135,2045.14
T504733,C100242,14-05-91,male,HYDERABAD,"Rs. 103,866.17",08/07/2024,025927,600.38
T503808,C100515,13/10/1997,Male,CHENNAI,48437.97,28/05/2024,002401,170.64
T500045,C100350,06/05/1984,Male,Bengaluru,,2024-10-01,023749,"INR 2,368.28"
T503494,C100435,1982-06-13,,DELHI,"Rs. 58,275.09",2024-05-12,043859,6400.05
T504517,C100592,1965-07-19,Male,  Surat,"57,107.77",09/04/2024,140211,1882.79
T503336,C100080,1998-06-05,m,BANGALORE,772078.46,29-Aug-2024,114942,5380.7
T504417,C100331,09-04-84,Male,Delhi,139917.52,2024-04-24,034629,-3250.5
T502159,C100377,07/07/1965,m,Bangalore,31307.17,12-Apr-2024,121213,6967.64
T501957,C100698,03/10/1986,M,mumbai ,"Rs. 186,379.37",26-Jan-2024,005010,6531.02
T502184,C100439,08/03/1967,female,BANGALORE,"Rs. 48,286.94",25/11/2024,015905,INR 428.73
T505626,C100520,1979-07-13,male,Bengaluru,"Rs. 57,394.34",24-Jan-2024,024427,
T505975,C100339,20/04/1966,male,PUNE,"Rs. 62,182.35",28/06/2024,003221,9685.44
T505229,C100005,1966-11-23,,mumbai ,"Rs. 44,083.60",2024-04-01,213302,360.88
T503497,C100267,24/03/1964,F,Bengaluru,"Rs. 100,432.83",09-May-2024,083625,704.32
T502071,C100725,1979-04-08,male,Ahmedabad,"104,953.20",29-Apr-2024,054611,2788.59
T501367,C100153,04-08-82,f,LUCKNOW,"379,373.89",2024-11-19,091538,"INR 7,979.17"
T503095,C100209,01-02-55,female,,38752.88,14-Dec-2024,145118,4652.36
T502364,C100760,14/03/1974,F,mumbai ,286147.6,2024-06-06,062650,3087.89
T505970,C100140,1964-06-15,,KOLKATA,699519.01,20/08/2024,114152,INR 405.83
T500930,C100020,12/04/1982,M,AHMEDABAD,"3,015.98",28-May-2024,101848,1544.17
T503512,C100583,03-06-58,male,NAGPUR,"71,828.00",03/12/2024,010631,715.2
T502975,C100403,13/06/2003,f,JAIPUR,"14,630.12",2024-01-30,183342,994.56
T505845,C100000,18-10-59,Male,DELHI,"Rs. 17,012.07",2024-07-25,180106,1891.18
T503141,C100614,13/08/1968,male,Chennai,"Rs. 11,618.40",28-Aug-2024,104637,334.27
T505215,C100318,19/04/1976,,JAIPUR,"171,947.48",13/08/2024,163813,144.23
T502581,C100118,1993-04-18,,Ahmedabad,,2024-03-10,101719,4055.52
T505429,C100093,15/10/1965,f,,"157,865.54",24-Jul-2024,190831,6179.84
T500606,C100246,11/12/1992,Male,Delhi,459949.04,25/07/2024,174557,2763.2
T500074,C100233,23/03/1962,male,,,2024-12-01,074819,1739.36
T504868,C100529,1991-11-11,F,Bengaluru,"104,328.62",13-Aug-2024,032844,2603.89
T501322,C100165,17/12/2004,Male,BANGALORE,"5,165.05",2024-12-24,200206,INR 844.92
T504825,C100436,06-10-60,F,Jaipur,"Rs. 93,354.27",23-Oct-2024,124812,10909.13
T500113,C100737,03/06/1961,f,Delhi,"Rs. 71,291.17",21-Feb-2024,075706,"INR 1,334.64"
T503913,C100789,08/02/1972,Female,Delhi,,2024-08-30,072734,638.76
T500986,C100750,20-09-76,M,MUMBAI,"Rs. 140,121.33",27/04/2024,112702,15169.42
T505631,C100071,04-06-01,male,Pune,"Rs. 7,466.77",2024-10-29,091715,3744.25
T500222,C100047,11/07/1966,female,Hyderabad,22419.5,08/11/2024,233614,6474.98
T501992,C100730,1987-07-18,F,,25757.03,15/04/2024,214821,INR 639.47
T502610,C100569,06/08/1967,,KOLKATA,,25-Feb-2024,081532,INR 894.43
T504131,C100479,22/10/1980,f,Kolkata,"Rs. 98,501.77",26-Jun-2024,223218,1381.31
T505161,C100508,21-11-89,male,JAIPUR,"Rs. 6,654.10",03-Jun-2024,174059,777.52
T501761,C100352,1998-03-02,F,DELHI,,22-Aug-2024,083320,-8156.81
T504443,C100074,04-05-60,Female,Hyderabad,"Rs. 138,675.48",2024-12-23,045658,4243.13
T504263,C100134,1959-04-17,Male,HYDERABAD,12808.18,2024-12-15,180858,138.9
T504180,C100001,03/03/1976,,AHMEDABAD,"43,869.35",2024-07-20,204829,194.82
T504212,C100759,08-06-83,f,,,2024-07-27,202948,4021.46
T504043,C100058,26-02-76,m,  Surat,,27-Mar-2024,151940,6109.74
T503456,C100757,16-06-64,,NAGPUR,"Rs. 128,307.71",29/03/2024,113322,8590.14
T500530,C100498,1999-12-16,M,LUCKNOW,"Rs. 9,148.77",22/10/2024,011019,2520.1
T502590,C100427,1973-05-14,f,Hyderabad,"Rs. 13,652.98",2024-01-04,163438,2275.66
T503954,C100339,20/04/1966,male,PUNE,"Rs. 62,182.35",2024-07-31,050932,2822.8
T503630,C100162,1997-09-24,m,Delhi,"Rs. 42,810.30",07-Jun-2024,211259,1107.88
T502521,C100402,06-11-03,m,Delhi,"104,593.33",20-Jul-2024,082741,5748.52
T503051,C100020,12/04/1982,M,AHMEDABAD,"3,015.98",2024-04-11,071256,"INR 3,330.85"
T504849,C100665,08/12/1963,m,AHMEDABAD,100878.91,20-Sep-2024,000855,891.93
T504579,C100645,02-11-81,m,,,25-Nov-2024,053236,17937.01
T505073,C100455,,female,  Surat,9423.4,2024-12-23,070226,281.66
T505618,C100609,2035-01-01,Male,MUMBAI,"Rs. 18,375.70",2024-06-07,232607,394.2
T505314,C100222,1969-03-14,F,LUCKNOW,"77,445.15",27/06/2024,151632,627.22
T505843,C100020,12/04/1982,M,AHMEDABAD,"3,015.98",2024-11-16,224113,702.2
T503204,C100512,19/08/1986,m,,"Rs. 88,055.27",2024-11-18,025920,4830.36
T505766,C100141,20/10/1986,,mumbai ,160886.94,06-Aug-2024,070000,32942.57
T501779,C100622,1963-04-08,male,Pune,"114,620.95",2024-12-13,192704,10520.38
T501025,C100059,1955-01-19,female,Hyderabad,"Rs. 1,737.55",2024-05-04,180042,366.73
T503778,C100076,05-07-01,female,Ahmedabad,"Rs. 12,298.94",28-Jul-2024,162739,1550.09
T500081,C100247,17/05/1986,female,,"60,362.87",18/04/2024,042000,59.62
T504668,C100450,1992-01-17,F,DELHI,"111,417.27",27-Apr-2024,224009,"INR 6,366.27"
T502030,C100571,1961-01-15,male,JAIPUR,"Rs. 15,548.64",19/01/2024,075259,448.16
T504054,C100750,20-09-76,M,MUMBAI,"Rs. 140,121.33",2024-11-22,173011,371.55
T501792,C100796,13-01-85,F,CHENNAI,22196.84,2024-06-08,000026,1509.23
T502716,C100618,10/10/1967,Female,  Surat,29639.57,25-Nov-2024,033455,1736.31
T503819,C100234,15-03-98,female,Chennai,59188.47,29/08/2024,105244,941.24
T502673,C100676,12-03-59,,NAGPUR,"44,650.65",07/01/2024,182203,"INR 4,690.60"
T505918,C100758,16/09/1995,f,Pune,8457.46,2024-06-29,050124,1756.02
T503501,C100537,1963-01-27,Female,Chennai,26621.54,2024-04-16,123051,-4836.98
T502563,C100261,11/11/1960,,AHMEDABAD,4697.32,2024-03-04,014053,INR 258.97
T503402,C100612,22-09-87,,JAIPUR,378740.24,01-Oct-2024,130508,3235.97
T500250,C100290,11/09/1991,,DELHI,"Rs. 21,647.56",05/05/2024,192616,1534.04
T501956,C100789,08/02/1972,Female,Delhi,,05/12/2024,233052,712.07
T503869,C100739,1975-09-21,F,JAIPUR,"6,681.50",19-Oct-2024,151629,262.01
T504136,C100639,08/08/1969,female,mumbai ,7888.88,08/02/2024,114625,INR 612.65
T505793,C100181,07-08-60,male,Pune,"Rs. 46,982.71",07/02/2024,114734,2047.27
T505382,C100044,1962-08-19,male,Hyderabad,"43,950.32",24/02/2024,054604,560.7
T503136,C100274,1973-07-26,Male,Kolkata,,07-Dec-2024,055131,880.33
T500311,C100604,1974-04-03,Male,PUNE,,23-Jun-2024,024445,298.14
T501631,C100694,15/09/2004,male,Ahmedabad,4580.61,25/05/2024,060832,650.98
T504260,C100573,1976-01-19,male,Hyderabad,41943.84,2024-01-06,132931,352.02
T502067,C100791,19/10/1986,Female,Kolkata,91747.28,29-Nov-2024,100245,243.4
T501426,C100263,,female,BANGALORE,,2024-08-14,025738,3590.55
T502002,C100102,14-07-81,M,KOLKATA,"Rs. 15,311.00",28-Oct-2024,142424,960.84
T504453,C100254,08/06/1964,Female,Ahmedabad,184790.05,2024-09-10,020936,12605.47
T503810,C100719,1996-08-18,Male,PUNE,28569.22,2024-03-11,143108,
T504886,C100301,1990-12-15,female,Delhi,30265.49,20-May-2024,104633,159.99
T502337,C100240,24/12/2003,M,mumbai ,"58,083.30",18/09/2024,170637,3985.37
T502440,C100630,10-04-59,M,AHMEDABAD,,2024-11-23,073122,292.86
T500128,C100014,1995-01-22,M,LUCKNOW,72097.18,21-Oct-2024,075431,6267.88
T501009,C100749,1/1/1800,m,Mumbai,"372,624.79",27-Jan-2024,174853,8238.03
T501813,C100385,04-09-86,female,PUNE,31830.7,11-Oct-2024,155346,"INR 3,764.82"
T501290,C100223,01-11-75,female,NAGPUR,7196.01,2024-02-27,051132,1765.71
T503873,C100681,15/05/1967,female,LUCKNOW,"239,151.47",16/04/2024,191111,1419.05
T502771,C100762,05-04-72,f,CHENNAI,,14/06/2024,050624,282.32
T500201,C100391,1973-01-06,female,Jaipur,18082.92,2024-04-05,193032,1524.42
T505474,C100166,06-04-86,M,NAGPUR,"8,813.64",2024-07-26,193808,
T505987,C100766,11/12/2004,F,Hyderabad,73693.65,27/05/2024,141936,2455.72
T500954,C100448,1996-08-17,female,MUMBAI,1576.53,2024-08-02,104603,704.06
T502418,C100055,23/01/2001,m,LUCKNOW,"Rs. 39,750.83",04-Aug-2024,161224,"INR 1,494.37"
T504020,C100551,1967-07-13,M,mumbai ,13935.52,18/05/2024,224541,99.15
T500829,C100328,1993-09-23,f,mumbai ,"138,849.89",21/05/2024,193739,2222.64
T502361,C100000,18-10-59,Male,DELHI,"Rs. 17,012.07",20/10/2024,135324,268.74
T503907,C100729,18-06-74,M,LUCKNOW,"264,299.97",04/01/2024,151929,6577.99
T500970,C100587,27-07-91,m,mumbai ,"18,400.96",2024-02-29,191753,1141.98
T500202,C100387,16-02-77,M,Kolkata,20501.21,11/02/2024,193910,9568.29
T500982,C100238,25/10/1981,,PUNE,,2024-10-05,120557,3360.56
T503696,C100765,07/11/1958,m,Chennai,"22,571.43",09/12/2024,112258,211.88
T503318,C100083,11-01-60,f,Hyderabad,"7,606.81",03/12/2024,113916,
T502380,C100012,12/10/1993,F,,"Rs. 50,102.02",25/06/2024,175730,1256.74
T502486,C100092,2000-06-15,m,Ahmedabad,,19/03/2024,062650,5884.74
T505068,C100579,2003-08-07,female,Jaipur,"Rs. 200,313.27",01/02/2024,043117,1402.14
T503097,C100764,1966-06-14,M,Jaipur,62112.48,24/09/2024,112355,5980.3
T505756,C100189,16/02/1969,female,MUMBAI,"7,756.98",24/12/2024,072755,305.79
T503089,C100215,25-01-62,Male,Jaipur,51679.23,05/04/2024,034925,359.16
T501187,C100609,2035-01-01,Male,MUMBAI,"Rs. 18,375.70",26/06/2024,080501,785.89
T504447,C100384,1998-07-13,Female,KOLKATA,"Rs. 102,416.63",2024-09-16,220903,2470.22
T503919,C100074,04-05-60,Female,Hyderabad,"Rs. 138,675.48",2024-12-13,082225,2427.54
T501595,C100692,1971-01-16,male,  Surat,,2024-09-22,220739,2915.6
T504092,C100714,1967-02-19,Male,Bengaluru,"13,233.37",2024-11-25,045639,447.19
T500042,C100140,1964-06-15,,KOLKATA,699519.01,2024-12-17,135509,1175.07
T505884,C100414,2002-02-15,F,PUNE,"61,143.12",10/11/2024,004146,3319.5
T503347,C100022,16-02-69,F,DELHI,,2024-10-06,234321,2404.96
T505592,C100385,04-09-86,female,PUNE,31830.7,2024-05-06,081624,1992.66
T501273,C100632,02/08/1999,Female,Chennai,70747.64,2024-05-01,203103,"INR 4,095.38"
T502182,C100139,09-08-90,Male,Jaipur,"34,813.10",17/12/2024,120207,
T500574,C100607,01-01-1900,m,KOLKATA,"11,588.68",23-Feb-2024,025828,"INR 1,148.21"
T501920,C100759,08-06-83,f,,,16/01/2024,152604,11037.18
T505722,C100482,1995-12-05,F,Bengaluru,,14-Apr-2024,194144,167.07
T500856,C100131,2002-07-19,F,HYDERABAD,114687.04,2024-11-08,215659,5044.04
T501808,C100619,27/10/1979,F,Jaipur,"618,590.11",03/08/2024,201836,13230.41
T502620,C100454,10/04/2003,F,NAGPUR,18847.61,26-Mar-2024,195824,3402.67
T501846,C100560,01-01-1900,female,Jaipur,25797.87,11/09/2024,133600,12291.17
T504034,C100645,02-11-81,m,,,25-Apr-2024,174513,10690.08
T504199,C100181,07-08-60,male,Pune,"Rs. 46,982.71",24-Dec-2024,023020,1032.21
T504782,C100549,20/03/1985,F,DELHI,"92,675.90",2024-10-19,012137,5397.0
T502458,C100132,13-02-62,,Delhi,,26-Sep-2024,120802,686.79
T500988,C100236,12-02-83,M,  Surat,"Rs. 11,778.81",2024-09-30,113437,-532.24
T505482,C100563,17-08-73,,DELHI,,2024-01-26,054403,
T501433,C100329,08/11/1958,Male,Ahmedabad,"37,113.65",2024-03-20,011119,4115.31
T504480,C100608,1978-11-05,M,NAGPUR,"49,274.28",2024-09-05,214858,2037.78
T504152,C100040,1994-09-14,male,,"Rs. 22,609.54",2024-03-17,005944,402.37
T500711,C100755,15/07/1975,f,Hyderabad,,17/01/2024,025003,1659.93
T502372,C100759,08-06-83,f,,,04/10/2024,194235,"INR 4,261.71"
T503850,C100633,16/05/1960,Male,Jaipur,7650.67,19-Apr-2024,070438,2564.74
T504451,C100784,1976-08-21,M,PUNE,"Rs. 83,499.01",29-Jul-2024,071703,2974.88
T503565,C100715,1966-01-07,Male,AHMEDABAD,5484.47,10-Feb-2024,013354,INR 465.50
T501018,C100620,1967-06-27,,CHENNAI,22920.89,2024-12-24,144258,4658.38
T503887,C100325,25-11-83,M,Jaipur,,03-Oct-2024,000437,369.2
T503296,C100407,26-08-62,F,JAIPUR,"11,790.29",18-Nov-2024,230602,"INR 4,247.70"
T502963,C100753,05/12/1958,Male,Ahmedabad,,26/03/2024,025322,10126.35
T504403,C100797,09-08-84,F,LUCKNOW,"21,946.42",22/09/2024,193254,662.57
T503461,C100177,13-12-68,,AHMEDABAD,208320.55,08/04/2024,080631,10185.55
T504137,C100612,22-09-87,,JAIPUR,378740.24,14-Apr-2024,154655,"INR 15,474.99"
T504714,C100381,2000-06-26,Female,AHMEDABAD,"34,569.41",13-Jul-2024,202504,"INR 4,248.89"
T505759,C100240,24/12/2003,M,mumbai ,"58,083.30",2024-11-21,022708,4331.86
T501681,C100636,07/07/1969,female,  Surat,"Rs. 52,253.95",16/06/2024,014255,"INR 1,266.57"
T501969,C100527,19-04-72,male,AHMEDABAD,"Rs. 6,830.51",2024-12-11,080642,236.24
T504894,C100201,05/06/1995,f,  Surat,,25-Feb-2024,045100,29.56
T502051,C100504,1999-12-20,M,Jaipur,97634.59,2024-12-02,195357,1293.23
T504311,C100330,03/01/1996,m,Mumbai,"Rs. 8,776.03",2024-07-23,020432,2247.5
T502146,C100353,2001-08-12,m,Pune,,2024-12-05,141750,986.19
T502322,C100679,10-11-58,m,Kolkata,39458.8,24-May-2024,102056,1228.46
T502696,C100464,1975-12-20,,Ahmedabad,,2024-05-27,001302,774.07
T502482,C100577,21/07/1986,m,Delhi,22754.07,2024-05-12,114044,8442.77
T501370,C100209,01-02-55,female,,38752.88,2024-05-03,090858,6851.45
T501566,C100089,10-03-85,m,CHENNAI,,14/06/2024,103705,2481.69
T503596,C100779,21-03-59,female,KOLKATA,"297,969.29",16-Apr-2024,181506,1272585.0
T503771,C100538,1970-11-08,Male,Ahmedabad,,2024-11-29,080150,3243.97
T503350,C100234,15-03-98,female,Chennai,59188.47,03-May-2024,084248,3312.33
T504354,C100288,08/09/1992,,AHMEDABAD,"35,907.23",27/05/2024,114647,3101.57
T501516,C100188,1981-12-18,m,PUNE,"34,870.27",11/03/2024,224343,1863.76
T503993,C100674,02/05/1998,male,Pune,3566.68,03-Sep-2024,022639,2763.57
T501621,C100637,09-04-89,F,PUNE,,2024-08-25,114642,INR 319.78
T502186,C100608,1978-11-05,M,NAGPUR,"49,274.28",2024-07-12,230205,INR 802.99
T503308,C100574,03-10-85,m,Mumbai,"11,779.17",04-Nov-2024,162245,1021.08
T503731,C100092,2000-06-15,m,Ahmedabad,,2024-05-13,063253,10998.2
T501037,C100759,08-06-83,f,,,2024-08-30,145953,5305.73
T502437,C100116,1960-09-25,female,Pune,220401.55,2024-10-23,014151,1895.05
T502999,C100208,05-05-66,f,Bangalore,16479.19,06/06/2024,024120,479.08
T501510,C100274,1973-07-26,Male,Kolkata,,05/03/2024,234028,INR 206.14
T500411,C100611,08-02-56,male,Bangalore,,12-Nov-2024,201259,17466.7
T501373,C100777,05-10-71,M,HYDERABAD,"13,106.62",19/09/2024,185258,184.33
T504760,C100380,16-03-60,Female,DELHI,,2024-03-31,090151,641.27
T504075,C100109,18-05-61,male,MUMBAI,"83,476.96",28-Feb-2024,052112,1479.55
T501301,C100151,1955-06-05,Male,Kolkata,"Rs. 83,391.84",13-Dec-2024,201136,3252.67
T503259,C100474,22-02-85,m,Chennai,20972.53,10-Dec-2024,182455,422.99
T501317,C100727,1978-08-19,female,JAIPUR,"Rs. 123,863.27",13-Sep-2024,161435,"INR 2,845.96"
T503316,C100450,1992-01-17,F,DELHI,"111,417.27",08-Feb-2024,002337,3595.97
T500777,C100521,1962-02-16,Male,Kolkata,56258.99,22/03/2024,050446,1081.87
T505047,C100449,09-08-01,Male,CHENNAI,,10/10/2024,002716,7098.99
T505372,C100671,18/02/1957,M,mumbai ,60107.96,02-Aug-2024,194256,2751.66
T504671,C100796,13-01-85,F,CHENNAI,22196.84,2024-01-11,190656,3346.73
T502367,C100634,04/06/1987,female,mumbai ,"Rs. 31,133.41",13-Nov-2024,013850,2355.06
T502476,C100721,01-04-84,f,Delhi,9140.35,2024-08-17,161618,681.42
T504169,C100077,06-01-90,Female,Ahmedabad,"28,809.70",2024-02-08,223110,3128.69
T500025,C100255,1959-12-07,female,PUNE,,2024-04-03,205202,1763.19
T503392,C100093,15/10/1965,f,,"157,865.54",16/04/2024,194229,16655.74
T501408,C100759,08-06-83,f,,,27/07/2024,001718,16469.93
T501139,C100094,20/03/1981,f,Bangalore,50521.45,2024-09-24,034302,7574.78
T500505,C100506,05-06-63,Female,Mumbai,"26,364.30",2024-03-15,105538,900.97
T501560,C100612,22-09-87,,JAIPUR,378740.24,2024-09-28,110906,3656.57
T501120,C100136,17/08/2002,,Ahmedabad,,2024-02-23,025710,2929.79
T504682,C100263,,female,BANGALORE,,05-Jun-2024,112331,2323.73
T500601,C100759,08-06-83,f,,,08/07/2024,045939,2901.05
T504707,C100620,1967-06-27,,CHENNAI,22920.89,17-Apr-2024,013614,2505.68
T503941,C100253,27/03/1978,male,Bangalore,"Rs. 107,511.50",30-Aug-2024,142147,3963.91
T502737,C100230,2035-01-01,Female,Chennai,"Rs. 17,144.19",04/04/2024,105310,803.21
T503851,C100532,2004-12-08,M,Ahmedabad,,13/02/2024,210905,26648.0
T502613,C100196,17/08/1965,Female,Hyderabad,"Rs. 24,873.57",14/04/2024,161104,536.63
T500348,C100509,1977-09-18,m,BANGALORE,26256.74,17-Jun-2024,123739,
T502442,C100065,18/02/2001,M,Delhi,55990.05,22-Jul-2024,030606,6825.29
T505591,C100109,18-05-61,male,MUMBAI,"83,476.96",25/03/2024,203501,1568.7
T505744,C100050,09/01/1981,male,,"Rs. 3,008.14",25/03/2024,102011,1202.87
T504987,C100519,1980-12-10,M,KOLKATA,103786.19,19/01/2024,213446,
T500629,C100278,16/05/1989,male,BANGALORE,"113,740.31",27/06/2024,234901,-4346.54
T505519,C100130,07/02/1977,female,PUNE,"Rs. 7,572.86",2024-10-27,183442,173.56
T502548,C100539,22-07-01,f,Bengaluru,"34,098.88",14-Mar-2024,001824,
T504807,C100136,17/08/2002,,Ahmedabad,,2024-11-28,211236,1151.95
T500408,C100612,22-09-87,,JAIPUR,378740.24,03-Jun-2024,232627,4632.64
T503391,C100700,06-03-88,Male,Pune,,10/08/2024,165517,2533.53
T500164,C100772,12-01-75,Female,Chennai,"Rs. 14,449.91",31/03/2024,161144,569.61
T502594,C100162,1997-09-24,m,Delhi,"Rs. 42,810.30",30/04/2024,151525,
T502336,C100419,14-06-59,M,DELHI,26055.1,07-Feb-2024,021529,415.76
T504049,C100220,1967-12-16,Female,KOLKATA,"36,055.65",22/01/2024,171924,INR 397.04
T502426,C100229,2004-07-25,Female,CHENNAI,47420.96,02-Dec-2024,120332,4751.38
T501087,C100789,08/02/1972,Female,Delhi,,04/02/2024,054611,161.99
T503770,C100661,14/06/1965,,JAIPUR,"105,161.33",2024-07-29,074918,2946.7
T504390,C100757,16-06-64,,NAGPUR,"Rs. 128,307.71",22/11/2024,230700,6210.92
T502914,C100637,09-04-89,F,PUNE,,03/02/2024,003611,3175.96
T502860,C100647,25-03-56,female,Chennai,"Rs. 27,953.84",12-Oct-2024,184240,1855.48
T502363,C100542,05-07-95,M,PUNE,"27,050.64",2024-02-26,162836,1549.0
T504624,C100525,1969-10-05,F,CHENNAI,"212,533.64",19-Apr-2024,114016,14775.93
T503881,C100794,15/07/1959,Female,PUNE,"Rs. 32,969.19",22-Aug-2024,181949,787.79
T504123,C100570,1960-04-04,Female,Kolkata,8280.19,24/05/2024,181949,
T505981,C100141,20/10/1986,,mumbai ,160886.94,2024-06-20,232012,5393.52
T500274,C100597,1972-02-09,female,Pune,30467.88,18/10/2024,022104,"INR 3,085.90"
T501072,C100345,01-05-83,f,KOLKATA,12276.92,2024-04-05,130944,1380.41
T504885,C100218,1979-01-08,male,AHMEDABAD,"Rs. 470,799.86",27-Feb-2024,221845,6862.32
T500675,C100573,1976-01-19,male,Hyderabad,41943.84,2024-11-13,073319,2576.02
T505682,C100016,07/02/1956,Female,mumbai ,"Rs. 21,454.12",11/04/2024,061615,624.4
T503382,C100340,1974-10-11,Male,MUMBAI,11896.1,2024-04-08,080120,2680.15
T503704,C100696,18/05/1975,m,,295142.68,18-Oct-2024,112106,3734.56
T500585,C100670,26/10/1983,female,MUMBAI,371867.09,2024-02-09,234026,13867.0
T500837,C100267,24/03/1964,F,Bengaluru,"Rs. 100,432.83",25/11/2024,051609,3215.45
T504399,C100653,1965-06-07,f,AHMEDABAD,"Rs. 305,029.15",06-Sep-2024,211633,506.63
T502615,C100517,2001-06-26,male,JAIPUR,"53,788.28",13-Sep-2024,015607,10213.38
