TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR),Age
T502980,C100592,1965-07-19,Male,Surat,57107.77,2024-03-15,172942,3111.29,58.9
T500618,C100349,,Female,Pune,397135.49,2024-04-02,224626,619.31,40.7
T504604,C100225,1991-10-09,Male,Chennai,181650.06,2024-01-18,215321,6019.78,32.7
T502847,C100009,1989-01-13,Female,Pune,52253.95,2024-05-14,91541,274.68,35.5
T505422,C100352,1998-02-03,Female,Delhi,52253.95,2024-05-15,101136,1936.84,26.4
T502507,C100135,1976-12-12,Female,Mumbai,52253.95,2024-08-26,4941,1416.75,47.5
T504982,C100569,1967-08-06,Unknown,Kolkata,51367.71,2024-05-28,163431,12748.31,56.9
T502110,C100112,1984-02-13,Unknown,Chennai,51367.71,2024-01-21,191033,2640.1,40.4
T504695,C100449,2001-08-09,Male,Chennai,47693.35,2024-02-15,103210,7417.0,22.9
T505715,C100512,1986-08-19,Male,Unknown,88055.27,2024-08-24,52852,5939.56,37.9
T500457,C100037,1994-03-09,Female,Delhi,33340.33,2024-01-14,22407,3210.89,30.3
T505311,C100328,1993-09-23,Female,Mumbai,138849.89,2024-02-25,115702,729.61,30.8
T504966,C100790,1994-02-03,Female,Pune,108574.79,2024-04-05,155946,3791.74,30.4
T500790,C100515,1997-10-13,Male,Chennai,48437.97,2024-07-07,214307,1765.13,26.7
T505246,C100534,1980-09-21,Female,Mumbai,52253.95,2024-06-26,221133,2314.6,43.8
T503607,C100791,1986-10-19,Female,Kolkata,91747.28,2024-02-02,44918,2935.88,37.7
T503822,C100140,1964-06-15,Unknown,Kolkata,699519.01,2024-05-10,143759,6439.84,60.0
T502260,C100266,1960-08-05,Female,Surat,201021.76,2024-10-16,3939,753.58,63.9
T505643,C100741,1966-04-24,Male,Kolkata,32097.85,2024-08-11,141847,3518.73,58.2
T502808,C100266,1960-08-05,Female,Surat,201021.76,2024-05-09,215648,4580.08,63.9
T505050,C100387,1977-02-16,Male,Kolkata,20501.21,2024-07-24,84643,4565.67,47.4
T503518,C100796,1985-01-13,Female,Chennai,22196.84,2024-10-06,50643,1179.84,39.5
T504746,C100616,1998-12-12,Male,Lucknow,68502.33,2024-05-15,12648,2162.14,25.5
T500733,C100300,1990-07-09,Male,Chennai,47693.35,2024-12-30,114549,1070.56,34.0
T505976,C100661,1965-06-14,Unknown,Jaipur,105161.33,2024-09-26,170624,1944.4,59.0
T504475,C100326,,Male,Hyderabad,23182.39,2024-03-05,212303,93.29,40.7
T503958,C100553,2001-07-01,Female,Surat,71513.73,2024-08-10,43429,1013.08,23.0
T502133,C100565,2004-09-19,Female,Bangalore,67225.87,2024-06-28,5351,8243.72,19.8
T505052,C100143,1981-07-23,Male,Pune,241385.44,2024-01-16,95046,9577.51,42.9
T504267,C100781,,Female,Lucknow,52253.95,2024-07-05,184723,5590.43,40.7
T501944,C100023,1975-05-12,Male,Hyderabad,5699.11,2024-05-24,85223,843.25,49.1
T502279,C100385,1986-09-04,Female,Pune,31830.7,2024-12-20,105325,924.78,37.8
T500659,C100550,1986-08-19,Female,Mumbai,121126.01,2024-11-30,155314,3004.72,37.9
T502430,C100418,1960-01-14,Unknown,Hyderabad,51367.71,2024-10-22,60131,1600.56,64.5
T503751,C100436,,Female,Jaipur,93354.27,2024-09-09,123218,4704.81,40.7
T502528,C100174,1972-07-21,Male,Bengaluru,97279.18,2024-05-17,125337,7455.44,51.9
T505376,C100390,,Female,Delhi,5005.43,2024-10-22,43651,246.88,40.7
T500642,C100225,1991-10-09,Male,Chennai,181650.06,2024-01-11,5555,7427.72,32.7
T500168,C100338,1977-03-17,Male,Chennai,34108.53,2024-11-24,95834,1880.52,47.3
T501517,C100378,2003-11-06,Male,Chennai,47693.35,2024-11-08,131938,818.3,20.6
T501800,C100390,,Female,Delhi,5005.43,2024-06-10,503,2057.3999999999996,40.7
T503394,C100152,2001-12-26,Unknown,Jaipur,4579.54,2024-02-10,24459,1553.67,22.5
T501917,C100224,1990-02-18,Male,Surat,29503.15,2024-08-05,213134,1226.83,34.4
T500272,C100216,1995-01-05,Unknown,Bangalore,51367.71,2024-10-15,141430,758.26,29.5
T502468,C100039,1975-06-13,Female,Bangalore,269975.33,2024-12-24,182421,4036.1,49.0
T502939,C100477,1992-08-08,Male,Ahmedabad,72921.71,2024-04-11,121500,957.83,31.9
T505827,C100353,2001-12-08,Male,Pune,47693.35,2024-02-06,230318,4672.98,22.6
T501066,C100016,1956-02-07,Female,Mumbai,21454.12,2024-07-24,170820,2252.05,68.4
T500494,C100670,1983-10-26,Female,Mumbai,371867.09,2024-12-23,91724,2224.01,40.7
T501912,C100325,1983-11-25,Male,Jaipur,47693.35,2024-01-28,11553,1333.02,40.6
T503646,C100051,1976-02-21,Male,Pune,169367.84,2024-08-10,110146,13464.64,48.4
T500038,C100108,1974-12-26,Male,Jaipur,53397.38,2024-03-13,151507,4619.4,49.5
T500306,C100393,1981-11-11,Female,Mumbai,15018.25,2024-07-10,92438,1084.73,42.6
T503740,C100232,1984-12-23,Unknown,Chennai,41614.26,2024-11-06,234553,959.19,39.5
T504102,C100067,,Unknown,Jaipur,36368.89,2024-09-16,130704,6040.35,40.7
T503152,C100095,1980-11-25,Female,Ahmedabad,52253.95,2024-11-08,151632,1099.58,43.6
T502829,C100627,1961-10-08,Female,Bangalore,24171.98,2024-10-07,33157,1899.68,62.7
T500781,C100339,1966-04-20,Male,Pune,62182.35,2024-02-19,121549,9677.38,58.2
T500534,C100081,1987-07-26,Male,Lucknow,8629.03,2024-04-01,41255,3766.64,36.9
T500583,C100173,2003-09-18,Female,Pune,28296.42,2024-09-23,122753,217.52,20.8
T505501,C100443,2004-05-13,Female,Nagpur,102909.31,2024-07-01,135232,612.3,20.1
T504143,C100565,2004-09-19,Female,Bangalore,67225.87,2024-04-18,23815,795.89,19.8
T504418,C100517,2001-06-26,Male,Jaipur,53788.28,2024-09-08,190632,5735.73,23.0
T503796,C100331,1984-04-09,Male,Delhi,139917.52,2024-03-17,65824,440.95,40.2
T505905,C100689,2001-09-03,Female,Mumbai,5503.87,2024-02-23,111442,79.89,22.8
T500931,C100330,1996-01-03,Male,Mumbai,8776.03,2024-05-27,20423,480.53,28.5
T502861,C100270,,Male,Kolkata,40183.8,2024-03-25,122040,3457.18,40.7
T500316,C100056,1973-08-20,Male,Chennai,116022.67,2024-04-24,73749,1365.08,50.9
T502197,C100281,2001-10-01,Male,Hyderabad,2716.26,2024-11-25,30956,1141.78,22.7
T502564,C100591,1975-05-16,Male,Jaipur,31294.72,2024-11-09,53120,4585.19,49.1
T505565,C100437,1977-05-10,Female,Pune,58587.83,2024-03-26,5802,2881.38,47.1
T505902,C100133,1980-02-04,Female,Hyderabad,52253.95,2024-07-17,120045,2058.49,44.4
T501794,C100210,1956-12-04,Female,Delhi,112806.44,2024-04-29,20207,6749.99,67.6
T505740,C100553,2001-07-01,Female,Surat,71513.73,2024-03-16,101039,2892.62,23.0
T505234,C100223,,Female,Nagpur,7196.01,2024-10-09,231950,741.22,40.7
T500271,C100413,1975-06-17,Male,Chennai,47693.35,2024-09-29,190508,1368.32,49.0
T500548,C100146,1976-10-20,Male,Mumbai,113306.25,2024-02-25,233513,4790.29,47.7
T501692,C100680,1964-12-27,Male,Chennai,83125.23,2024-03-20,230016,2802.78,59.5
T503525,C100426,2001-12-20,Female,Kolkata,64167.81,2024-07-05,55523,2582.76,22.5
T503012,C100780,,Female,Surat,1632.01,2024-03-15,151423,21.66,40.7
T505914,C100103,1991-02-14,Unknown,Delhi,51367.71,2024-08-06,144900,2500.22,33.4
T505927,C100726,1966-07-04,Male,Kolkata,213622.83,2024-03-14,112437,7944.36,58.0
T502390,C100734,1985-06-24,Female,Pune,29158.72,2024-12-05,95504,698.97,39.0
T503876,C100141,1986-10-20,Unknown,Mumbai,160886.94,2024-06-05,170242,6919.12,37.7
T504694,C100436,,Female,Jaipur,93354.27,2024-06-27,130312,5577.73,40.7
T500894,C100748,1989-07-05,Male,Mumbai,63573.89,2024-04-01,163028,1839.68,35.0
T504666,C100054,,Female,Ahmedabad,2705.17,2024-07-24,52116,1005.87,40.7
T501999,C100196,1965-08-17,Female,Hyderabad,24873.57,2024-04-02,223633,602.26,58.9
T502122,C100703,1984-05-15,Female,Jaipur,125815.19,2024-05-09,105239,1228.17,40.1
T504157,C100178,1996-02-12,Female,Mumbai,18046.45,2024-08-03,121637,1771.57,28.4
T501247,C100576,,Female,Nagpur,52253.95,2024-09-26,170503,4033.63,40.7
T504487,C100047,1966-07-11,Female,Hyderabad,22419.5,2024-04-01,64431,1199.23,58.0
T501259,C100183,1989-11-17,Female,Pune,17926.98,2024-10-17,41537,1501.44,34.6
T500809,C100574,1985-10-03,Male,Mumbai,11779.17,2024-07-18,201650,389.05,38.7
T501049,C100612,1987-09-22,Unknown,Jaipur,378740.24,2024-06-14,232306,2432.03,36.8
T501878,C100616,1998-12-12,Male,Lucknow,68502.33,2024-12-05,234239,2159.73,25.5
T502879,C100402,2003-11-06,Male,Delhi,104593.33,2024-08-30,73031,2916.62,20.6
T500107,C100274,1973-07-26,Male,Kolkata,47693.35,2024-09-03,1648,816.14,50.9
T500673,C100668,1978-07-21,Female,Bangalore,99681.03,2024-10-06,160827,2057.3999999999996,45.9
T505515,C100271,1977-11-07,Male,Bengaluru,8306.59,2024-01-15,3148,885.1,46.6
T504761,C100629,1993-12-25,Female,Delhi,24299.3,2024-10-28,70139,2148.03,30.5
T504605,C100389,1975-07-12,Female,Kolkata,52253.95,2024-04-07,83426,3543.89,49.0
T505296,C100664,1987-01-09,Unknown,Mumbai,99475.96,2024-01-30,33442,3779.26,37.5
T501532,C100406,,Female,Chennai,70730.83,2024-03-19,34221,5593.51,40.7
T504962,C100189,1969-02-16,Female,Mumbai,7756.98,2024-09-15,202724,3330.02,55.4
T501855,C100019,,Unknown,Bengaluru,102437.46,2024-01-10,110359,8269.11,40.7
T500211,C100565,2004-09-19,Female,Bangalore,67225.87,2024-01-23,170010,2934.51,19.8
T503147,C100395,2001-02-20,Female,Kolkata,30084.28,2024-02-10,141245,7380.62,23.4
T505156,C100618,1967-10-10,Female,Surat,29639.57,2024-01-21,144700,2060.77,56.7
T502256,C100044,1962-08-19,Male,Hyderabad,43950.32,2024-05-31,63114,1372.8,61.9
T502105,C100112,1984-02-13,Unknown,Chennai,51367.71,2024-10-04,164925,389.5,40.4
T503268,C100234,1998-03-15,Female,Chennai,59188.47,2024-08-10,53806,2938.67,26.3
T505885,C100150,2001-08-10,Female,Kolkata,80031.58,2024-01-17,103125,450.6,22.9
T501973,C100764,1966-06-14,Male,Jaipur,62112.48,2024-02-18,141443,6402.54,58.0
T504685,C100515,1997-10-13,Male,Chennai,48437.97,2024-12-19,120440,2057.3999999999996,26.7
T501501,C100764,1966-06-14,Male,Jaipur,62112.48,2024-10-12,51152,1049.99,58.0
T504182,C100422,,Female,Delhi,10121.37,2024-01-29,182314,151.18,40.7
T500646,C100701,1973-08-26,Male,Delhi,26855.95,2024-10-04,30407,4401.41,50.8
T503633,C100514,1975-12-04,Unknown,Kolkata,51367.71,2024-12-05,70025,764.63,48.6
T500771,C100212,2000-06-24,Female,Nagpur,119741.09,2024-08-16,144708,1287.68,24.0
T500703,C100553,2001-07-01,Female,Surat,71513.73,2024-05-08,154149,708.46,23.0
T503587,C100421,1985-01-17,Male,Chennai,123501.29,2024-04-27,224944,399.34,39.4
T501249,C100415,1964-08-05,Male,Bangalore,81774.91,2024-06-16,212506,1392.01,59.9
T504804,C100519,1980-10-12,Male,Kolkata,103786.19,2024-10-01,174352,2432.66,43.7
T502472,C100735,1971-11-02,Unknown,Hyderabad,55080.47,2024-06-24,191116,72.85,52.7
T501860,C100493,,Female,Ahmedabad,102129.94,2024-09-16,35611,2513.35,40.7
T500709,C100150,2001-08-10,Female,Kolkata,80031.58,2024-03-29,123251,6317.9,22.9
T502672,C100708,1964-01-27,Male,Kolkata,48367.85,2024-04-06,73405,2226.97,60.4
T504514,C100521,1962-02-16,Male,Kolkata,56258.99,2024-04-12,72207,4702.59,62.4
T501461,C100199,1983-08-12,Male,Mumbai,71799.72,2024-04-29,35214,2247.46,40.9
T501484,C100266,1960-08-05,Female,Surat,201021.76,2024-07-10,191058,8070.16,63.9
T502545,C100288,1992-09-08,Unknown,Ahmedabad,35907.23,2024-08-22,44505,634.81,31.8
T500230,C100392,1981-08-02,Female,Bangalore,52253.95,2024-01-05,221409,122.71,42.9
T501356,C100510,2000-08-03,Female,Ahmedabad,235563.0,2024-10-08,111711,4293.77,23.9
T503011,C100391,1973-06-01,Female,Jaipur,18082.92,2024-12-15,175436,799.69,51.1
T500851,C100010,1989-09-06,Female,Kolkata,239001.2,2024-10-24,110413,11307.49,34.8
T501004,C100749,,Male,Mumbai,372624.79,2024-03-22,30607,12705.75,40.7
T501996,C100581,1991-01-10,Male,Bengaluru,13752.63,2024-06-04,221757,1552.8,33.5
T501834,C100681,1967-05-15,Female,Lucknow,239151.47,2024-08-08,41911,4767.93,57.1
T503973,C100147,1997-03-17,Male,Mumbai,34392.46,2024-07-31,125305,1004.35,27.3
T504532,C100214,1998-06-09,Female,Lucknow,68205.42,2024-04-06,91332,611.88,26.1
T501316,C100767,,Female,Unknown,70068.58,2024-07-20,235312,1648.85,40.7
T503327,C100035,1992-05-22,Male,Mumbai,47693.35,2024-08-12,80739,1773.67,32.1
T501623,C100532,2004-08-12,Male,Ahmedabad,47693.35,2024-12-09,80314,1603.4,19.9
T501480,C100378,2003-11-06,Male,Chennai,47693.35,2024-07-19,23434,4398.61,20.6
T503833,C100693,1988-10-11,Female,Jaipur,247886.54,2024-06-29,73449,2057.3999999999996,35.7
T505099,C100282,1998-11-01,Female,Hyderabad,10270.51,2024-04-20,152133,352.32,25.7
T501278,C100653,1965-07-06,Female,Ahmedabad,305029.15,2024-06-02,81300,11729.65,59.0
T503080,C100070,1994-10-17,Female,Lucknow,29489.38,2024-07-14,205016,2388.61,29.7
T501823,C100059,1955-01-19,Female,Hyderabad,1737.55,2024-06-13,72100,2504.31,69.4
T501053,C100556,,Female,Hyderabad,92723.33,2024-06-30,185440,1348.63,40.7
T504145,C100320,1980-02-27,Male,Lucknow,23034.86,2024-06-12,72923,38.87,44.3
T500475,C100475,,Female,Bengaluru,89827.75,2024-05-24,205506,481.41,40.7
T502282,C100441,1973-01-26,Male,Lucknow,109974.75,2024-04-15,45737,1353.82,51.4
T503711,C100133,1980-02-04,Female,Hyderabad,52253.95,2024-05-27,215525,1689.3,44.4
T503146,C100141,1986-10-20,Unknown,Mumbai,160886.94,2024-10-11,121547,15529.29,37.7
T500335,C100144,1996-01-03,Female,Chennai,63913.1,2024-08-26,25408,831.79,28.5
T502617,C100057,1998-12-21,Male,Hyderabad,108663.77,2024-05-23,83209,4255.18,25.5
T503662,C100161,1999-05-26,Male,Lucknow,68566.76,2024-08-08,103508,470.81,25.1
T500088,C100641,2004-09-15,Male,Pune,23713.23,2024-09-26,84100,607.79,19.8
T500874,C100288,1992-09-08,Unknown,Ahmedabad,35907.23,2024-12-10,205421,822.76,31.8
T500543,C100764,1966-06-14,Male,Jaipur,62112.48,2024-04-29,144726,10064.97,58.0
T503000,C100753,1958-12-05,Male,Ahmedabad,47693.35,2024-07-06,201250,4301.41,65.6
T502760,C100260,1982-07-05,Male,Mumbai,47216.74,2024-07-23,172743,2057.3999999999996,42.0
T501880,C100001,1976-03-03,Unknown,Ahmedabad,43869.35,2024-04-25,114115,1198.53,48.3
T500926,C100318,1976-04-19,Unknown,Jaipur,171947.48,2024-03-13,105645,1729.78,48.2
T500319,C100482,1995-05-12,Female,Bengaluru,52253.95,2024-04-08,212423,196.69,29.1
T504615,C100132,,Unknown,Delhi,51367.71,2024-11-14,102705,1831.8,40.7
T500878,C100761,1989-02-09,Female,Surat,25607.8,2024-06-07,160852,1372.32,35.4
T503994,C100647,,Female,Chennai,27953.84,2024-03-19,42707,2604.35,40.7
T504921,C100405,1959-09-13,Male,Nagpur,5646.11,2024-09-20,191519,2015.36,64.8
T503246,C100254,1964-06-08,Female,Ahmedabad,184790.05,2024-09-12,124711,1295.0,60.1
T503761,C100688,2001-10-21,Male,Hyderabad,28109.11,2024-10-13,3458,169.54,22.7
T504730,C100623,1972-11-07,Female,Nagpur,52253.95,2024-05-19,170602,579.81,51.6
T505688,C100065,2001-02-18,Male,Delhi,55990.05,2024-11-06,120000,272883.0199999997,23.4
T504234,C100796,1985-01-13,Female,Chennai,22196.84,2024-10-15,235909,2980.82,39.5
T504259,C100771,,Female,Kolkata,9840.47,2024-01-22,110520,772.09,40.7
T501618,C100281,2001-10-01,Male,Hyderabad,2716.26,2024-05-30,201533,1314.09,22.7
T503726,C100676,,Unknown,Nagpur,44650.65,2024-12-10,161850,2442.85,40.7
T505983,C100363,1995-11-08,Male,Surat,6950.01,2024-12-29,30624,4325.34,28.6
T501045,C100112,1984-02-13,Unknown,Chennai,51367.71,2024-11-12,416,592.07,40.4
T505056,C100663,1961-03-24,Male,Unknown,600713.48,2024-08-28,25846,2048.57,63.3
T501750,C100178,1996-02-12,Female,Mumbai,18046.45,2024-05-26,71102,2057.3999999999996,28.4
T505151,C100591,1975-05-16,Male,Jaipur,31294.72,2024-09-12,124747,2057.3999999999996,49.1
T503878,C100071,2001-06-04,Male,Pune,7466.77,2024-10-02,232110,1122.44,23.1
T503917,C100101,1978-06-19,Male,Hyderabad,10568.41,2024-09-21,235110,198.32,46.0
T505189,C100742,,Unknown,Mumbai,4402.93,2024-06-22,223320,340.9,40.7
T501043,C100701,1973-08-26,Male,Delhi,26855.95,2024-12-26,100207,2084.1,50.8
T503010,C100512,1986-08-19,Male,Unknown,88055.27,2024-10-21,53947,7326.27,37.9
T505155,C100554,1980-01-24,Male,Surat,31094.72,2024-09-17,130227,2618.27,44.4
T503290,C100110,2004-06-04,Unknown,Chennai,188084.65,2024-02-22,25857,3246.57,20.1
T505876,C100676,,Unknown,Nagpur,44650.65,2024-05-25,63954,1923.89,40.7
T504751,C100636,1969-07-07,Female,Surat,52253.95,2024-01-24,210137,2324.05,55.0
T502064,C100577,1986-07-21,Male,Delhi,22754.07,2024-02-22,22014,1484.13,37.9
T502964,C100632,1999-08-02,Female,Chennai,70747.64,2024-09-17,151806,1280.61,24.9
T500641,C100466,,Male,Mumbai,11590.04,2024-01-17,85823,1782.54,40.7
T500137,C100301,1990-12-15,Female,Delhi,30265.49,2024-05-12,124325,2141.0,33.5
T500880,C100309,1970-04-13,Female,Mumbai,40590.8,2024-12-01,232312,1656.89,54.2
T501976,C100788,1965-10-17,Male,Bengaluru,40994.26,2024-05-26,134216,2884.56,58.7
T501581,C100333,1986-03-18,Female,Lucknow,52253.95,2024-03-01,75329,5496.14,38.3
T504793,C100283,1977-10-18,Male,Surat,54219.8,2024-05-18,212107,1781.7,46.7
T501097,C100601,1967-01-26,Male,Bengaluru,5370.73,2024-11-24,55042,1789.74,57.4
T505362,C100614,1968-08-13,Male,Chennai,11618.4,2024-12-27,172150,1751.31,55.9
T505762,C100791,1986-10-19,Female,Kolkata,91747.28,2024-02-02,210924,25826.01,37.7
T501392,C100076,2001-07-05,Female,Ahmedabad,12298.94,2024-10-16,916,4582.65,23.0
T502083,C100014,1995-01-22,Male,Lucknow,72097.18,2024-07-21,234850,2309.33,29.4
T501266,C100488,1977-03-25,Male,Bangalore,29268.42,2024-11-22,172909,4359.55,47.3
T504231,C100047,1966-07-11,Female,Hyderabad,22419.5,2024-08-16,35759,175.79,58.0
T505265,C100316,1994-03-18,Male,Mumbai,11959.24,2024-06-09,164759,4681.34,30.3
T502574,C100006,1990-02-05,Female,Bangalore,40563.16,2024-03-11,143912,4437.7,34.4
T502135,C100250,1964-10-04,Female,Ahmedabad,12840.3,2024-05-09,82959,1453.17,59.7
T501503,C100153,1982-08-04,Female,Lucknow,379373.89,2024-08-13,111544,15454.17,41.9
T503367,C100574,1985-10-03,Male,Mumbai,11779.17,2024-07-24,51837,766.89,38.7
T503729,C100330,1996-01-03,Male,Mumbai,8776.03,2024-10-31,1832,606.4,28.5
T500148,C100573,1976-01-19,Male,Hyderabad,41943.84,2024-09-18,10351,10042.99,48.4
T500303,C100238,1981-10-25,Unknown,Pune,51367.71,2024-02-13,92548,621.27,42.7
T505113,C100727,1978-08-19,Female,Jaipur,123863.27,2024-09-10,104902,1563.28,45.9
T501924,C100127,1957-03-24,Male,Jaipur,47693.35,2024-07-05,171926,5168.12,67.3
T505148,C100489,1990-06-02,Male,Mumbai,72526.62,2024-09-01,194222,3856.31,34.1
T505889,C100212,2000-06-24,Female,Nagpur,119741.09,2024-01-09,80747,4130.38,24.0
T502637,C100481,1988-05-22,Male,Jaipur,1624.3,2024-02-08,3804,271.18,36.1
T501904,C100579,2003-07-08,Female,Jaipur,200313.27,2024-04-09,151625,10417.79,21.0
T505750,C100054,,Female,Ahmedabad,2705.17,2024-08-25,74330,1586.17,40.7
T504294,C100026,1980-06-13,Female,Bangalore,42425.02,2024-05-22,195405,206.68,44.0
T503842,C100147,1997-03-17,Male,Mumbai,34392.46,2024-01-29,160205,4325.91,27.3
T505471,C100663,1961-03-24,Male,Unknown,600713.48,2024-11-17,124140,3788.72,63.3
T501768,C100764,1966-06-14,Male,Jaipur,62112.48,2024-06-25,63143,8576.95,58.0
T502875,C100672,1996-02-06,Male,Unknown,8048.34,2024-09-16,210903,1150.23,28.4
T502240,C100672,1996-02-06,Male,Unknown,8048.34,2024-08-22,102214,116.03,28.4
T504500,C100345,1983-05-01,Female,Kolkata,12276.92,2024-09-13,213202,3267.43,41.2
T500483,C100511,1977-05-08,Female,Unknown,10555.44,2024-07-20,73959,1204.31,47.1
T505278,C100553,2001-07-01,Female,Surat,71513.73,2024-09-02,11557,2287.64,23.0
T501280,C100445,1979-10-15,Female,Surat,5698.13,2024-04-05,61656,531.63,44.7
T505127,C100381,2000-06-26,Female,Ahmedabad,34569.41,2024-09-04,120957,2821.61,24.0
T503680,C100798,2000-02-01,Male,Delhi,17004.51,2024-07-29,102629,2366.98,24.4
T500791,C100584,1997-02-27,Female,Chennai,16020.27,2024-08-02,204709,465.49,27.3
T504895,C100210,1956-12-04,Female,Delhi,112806.44,2024-11-21,84238,21474.1,67.6
T501201,C100283,1977-10-18,Male,Surat,54219.8,2024-03-28,135709,2153.82,46.7
T504518,C100264,1984-06-01,Male,Hyderabad,47693.35,2024-11-14,182458,12697.7,40.1
T503912,C100687,1961-01-23,Female,Jaipur,52253.95,2024-03-21,105708,411.26,63.4
T502362,C100276,2000-08-02,Unknown,Jaipur,56892.89,2024-06-17,104713,5041.0,23.9
T503069,C100541,,Male,Ahmedabad,186265.55,2024-12-13,1437,2099.83,40.7
T503429,C100407,,Female,Jaipur,11790.29,2024-11-26,55043,2092.95,40.7
T505966,C100495,1977-03-09,Male,Mumbai,638.04,2024-07-01,11131,397.8,47.3
T502591,C100750,1976-09-20,Male,Mumbai,140121.33,2024-09-09,4540,9308.58,47.8
T502710,C100676,,Unknown,Nagpur,44650.65,2024-10-31,101109,4236.85,40.7
T501529,C100193,1986-11-26,Male,Delhi,16440.96,2024-04-14,12120,1177.16,37.6
T504998,C100254,1964-06-08,Female,Ahmedabad,184790.05,2024-02-03,53948,217.23,60.1
T502809,C100679,,Male,Kolkata,39458.8,2024-03-15,95443,4154.01,40.7
T500685,C100199,1983-08-12,Male,Mumbai,71799.72,2024-04-09,210224,3636.9,40.9
T501551,C100299,2003-07-15,Male,Jaipur,47693.35,2024-12-29,144851,266.29,21.0
T504255,C100479,1980-10-22,Female,Kolkata,98501.77,2024-11-16,230439,2511.59,43.7
T505095,C100300,1990-07-09,Male,Chennai,47693.35,2024-06-10,134611,638.18,34.0
T503871,C100162,1997-09-24,Male,Delhi,42810.3,2024-04-15,163024,1495.08,26.8
T505122,C100717,1983-04-25,Female,Mumbai,52253.95,2024-10-20,73915,2902.17,41.2
T500560,C100129,1964-07-22,Male,Delhi,39437.66,2024-06-13,80759,1196.64,59.9
T502250,C100389,1975-07-12,Female,Kolkata,52253.95,2024-03-17,53527,1513.31,49.0
T505772,C100163,1970-08-04,Male,Kolkata,3126.03,2024-04-06,180830,844.86,53.9
T503500,C100751,1969-08-11,Male,Mumbai,47693.35,2024-06-10,20752,3633.3,54.9
T502689,C100504,1999-12-20,Male,Jaipur,97634.59,2024-07-28,201809,841.16,24.5
T504208,C100663,1961-03-24,Male,Unknown,600713.48,2024-12-18,170120,2254.35,63.3
T503379,C100191,1979-01-02,Male,Pune,70003.54,2024-05-21,202842,628.87,45.5
T503193,C100543,1989-02-25,Male,Chennai,28641.23,2024-01-20,74018,2729.4,35.3
T501446,C100062,1976-02-16,Male,Mumbai,6698.94,2024-08-02,193429,745.31,48.4
T501952,C100234,1998-03-15,Female,Chennai,59188.47,2024-07-31,190947,2583.04,26.3
T500922,C100755,1975-07-15,Female,Hyderabad,52253.95,2024-02-17,102821,42155.0,49.0
T501624,C100301,1990-12-15,Female,Delhi,30265.49,2024-10-06,173831,7039.9,33.5
T500310,C100300,1990-07-09,Male,Chennai,47693.35,2024-04-18,120137,3112.04,34.0
T501319,C100392,1981-08-02,Female,Bangalore,52253.95,2024-04-12,95015,1750.64,42.9
T503531,C100060,2001-09-21,Male,Hyderabad,4623.6,2024-05-05,72414,488.47,22.8
T501663,C100036,1957-08-04,Unknown,Lucknow,119884.19,2024-08-10,11342,242.19,66.9
T500815,C100608,1978-05-11,Male,Nagpur,49274.28,2024-07-04,55800,3367.84,46.1
T505601,C100743,1968-05-24,Male,Unknown,121700.99,2024-06-02,30132,127.91,56.1
T502266,C100092,2000-06-15,Male,Ahmedabad,47693.35,2024-07-30,162230,4249.53,24.0
T501473,C100051,1976-02-21,Male,Pune,169367.84,2024-09-26,35812,6009.8,48.4
T501773,C100060,2001-09-21,Male,Hyderabad,4623.6,2024-09-14,121932,714.95,22.8
T504775,C100404,,Male,Kolkata,17067.98,2024-09-02,81417,1875.42,40.7
T505702,C100678,1971-03-09,Male,Nagpur,43991.48,2024-02-16,172004,749.87,53.3
T501093,C100253,1978-03-27,Male,Bangalore,107511.5,2024-05-23,215342,12093.69,46.3
T504176,C100455,,Female,Surat,9423.4,2024-04-19,173443,1639.55,40.7
T501950,C100633,1960-05-16,Male,Jaipur,7650.67,2024-08-09,45841,25595.0,64.1
T503884,C100315,2001-02-16,Unknown,Pune,10487.31,2024-01-25,154521,588.38,23.4
T505581,C100698,1986-10-03,Male,Mumbai,186379.37,2024-09-17,94014,8126.35,37.7
T505771,C100082,,Unknown,Hyderabad,3621.26,2024-07-06,124556,213.53,40.7
T502800,C100378,2003-11-06,Male,Chennai,47693.35,2024-05-13,155700,2057.3999999999996,20.6
T501239,C100629,1993-12-25,Female,Delhi,24299.3,2024-06-09,201134,4408.48,30.5
T500329,C100001,1976-03-03,Unknown,Ahmedabad,43869.35,2024-11-07,201823,2057.3999999999996,48.3
T503102,C100436,,Female,Jaipur,93354.27,2024-03-22,10807,2523.9,40.7
T500242,C100336,1997-02-27,Male,Nagpur,75339.25,2024-06-14,154737,3347.4,27.3
T505782,C100327,1959-06-23,Unknown,Bangalore,51367.71,2024-04-15,100439,243.48,65.0
T504737,C100633,1960-05-16,Male,Jaipur,7650.67,2024-02-07,75032,5700.53,64.1
T504792,C100136,2002-08-17,Unknown,Ahmedabad,51367.71,2024-01-30,61425,9705.63,21.9
T502257,C100051,1976-02-21,Male,Pune,169367.84,2024-01-29,104057,2858.26,48.4
T502818,C100319,1956-01-12,Female,Mumbai,418468.01,2024-09-03,4110,3897.78,68.5
T503824,C100598,1995-02-20,Female,Bengaluru,138205.32,2024-02-28,20955,907.11,29.4
